FBgn0039155	735.939136596636	-4.60924487115695	0.17267269409542	-26.6935365507754	5.59459785920893e-157	4.63008918828131e-153	chr3R	24141394	24147490	+	protein_coding	Kal1
FBgn0003360	4392.7577141093	-3.20037667769995	0.130350054434089	-24.5521698598001	4.1002637125046e-133	1.6966891242344e-129	chrX	10780892	10786958	-	protein_coding	sesB
FBgn0029167	3663.82173154691	-2.19252190010941	0.0965256884004728	-22.7143876043952	3.22934617552283e-114	8.90868964954232e-111	chr3L	13846053	13860001	+	protein_coding	Hml
FBgn0025111	1508.08707143002	2.87515681682043	0.144056555226255	19.9585281787746	1.26379858158814e-88	2.61479926530587e-85	chrX	10778953	10786907	-	protein_coding	Ant2
FBgn0039827	265.07817718924	-4.06025110558594	0.226927202198572	-17.8923067232506	1.35386006810955e-71	2.24090918473492e-68	chr3R	31196915	31203722	+	protein_coding	CG1544
FBgn0035085	644.366837429722	-2.58120262118664	0.153386699831492	-16.8280732555189	1.51967365794622e-63	2.09613653219382e-60	chr2R	24945138	24946636	+	protein_coding	CG3770
FBgn0034736	222.308995848072	-3.51931259229496	0.221817800434501	-15.8657807687267	1.09349129324081e-56	1.29281913469442e-53	chr2R	22550093	22552113	+	protein_coding	gas
FBgn0264475	650.947679886028	-2.56316853195829	0.162374661335038	-15.7855204185433	3.91407757878336e-56	4.04911325525138e-53	chr3L	820758	821512	+	ncRNA	lncRNA:CR43883
FBgn0029896	477.291034028138	-2.41174117181999	0.155719580836872	-15.4877193918629	4.19924154149132e-54	3.86143588859802e-51	chrX	6720003	6739986	-	protein_coding	CG3168
FBgn0027279	2946.64213921217	-1.20681655450628	0.0860343519060416	-14.0271476191771	1.06343443864805e-44	8.80098341425127e-42	chrX	22487179	22508129	+	protein_coding	l(1)G0196
FBgn0000071	322.085805028094	2.69110048753404	0.206780812038972	13.0142659804763	1.01513037724234e-38	7.6374718200524e-36	chr3R	6762592	6765261	+	protein_coding	Ama
FBgn0038832	290.155365602645	-2.73423359041029	0.213612609661555	-12.7999634232379	1.64028474399294e-37	1.1312497117738e-34	chr3R	20842139	20844981	+	protein_coding	CG15695
FBgn0040091	1090.94411316351	-1.56079585066163	0.129633059684693	-12.0401065473419	2.18673035362383e-33	1.39210618512237e-30	chr2R	22641785	22643917	-	protein_coding	Ugt317A1
FBgn0264753	114.967338028304	-3.21829651007286	0.267706712219144	-12.021725131189	2.73207157884043e-33	1.61504459903453e-30	chr2R	19311147	19356525	-	protein_coding	Rgk1
FBgn0011260	196.142303063605	2.19030283461803	0.182425519261956	12.0065594083514	3.28218284236005e-33	1.81088968022478e-30	chr2R	16500177	16533459	+	protein_coding	Sema2a
FBgn0039419	1812.12278905736	-1.17605146441823	0.0986732882180985	-11.9186406539812	9.46400631795964e-33	4.89525726796462e-30	chr3R	26230247	26234700	+	protein_coding	CG12290
FBgn0051092	155.651206370697	2.25985531793751	0.192802463008052	11.7210915393914	9.93831345064717e-32	4.83820483044447e-29	chr3R	25698726	25740465	-	protein_coding	LpR2
FBgn0035189	207.86310008807	2.97725060650173	0.258837206714158	11.5024058723891	1.28288863293084e-30	5.89843684785312e-28	chr3L	1203315	1204795	-	protein_coding	CG9119
FBgn0023479	3098.55704032873	-1.5269533677111	0.134208680245076	-11.3774560998793	5.41564793018884e-30	2.35894222474962e-27	chr3L	9074642	9092131	+	protein_coding	teq
FBgn0037754	218.39337298169	-2.38041355517433	0.216826949734454	-10.9784026297911	4.85431300274326e-28	2.00871472053516e-25	chr3R	9784652	9789323	+	protein_coding	CG8500
FBgn0033913	5118.11723962841	-1.17102097652305	0.106852344701885	-10.9592445518174	5.99981037452762e-28	2.36449669807574e-25	chr2R	14219897	14230620	+	protein_coding	CG8468
FBgn0034010	525.879538634805	-1.43385534706514	0.130896001637508	-10.9541569576429	6.34665571908377e-28	2.38749648777897e-25	chr2R	15325502	15326386	-	protein_coding	CG8157
FBgn0261673	64.1286595544736	3.27536133269408	0.302111899523963	10.8415502264395	2.18732754137348e-27	7.87057510104648e-25	chr2R	12659496	12670219	-	protein_coding	nemy
FBgn0262733	371.009528424049	2.05638582707936	0.190464311801649	10.796698907147	3.56801739282041e-27	1.23037133095757e-24	chr3L	4592446	4626196	-	protein_coding	Src64B
FBgn0026562	43868.5455480573	-2.35789734803391	0.219377690581208	-10.748118196463	6.04829565269969e-27	2.0022277928697e-24	chr3R	26869237	26871995	-	protein_coding	SPARC
FBgn0001226	1188.39103759586	1.71242874094521	0.160822104390859	10.6479687442924	1.78211218953347e-26	5.67260018483806e-24	chr3L	9384062	9385694	+	protein_coding	Hsp27
FBgn0039109	456.001011959663	-1.34757840628934	0.129725059891828	-10.3879574803282	2.81312772263819e-25	8.62275741946433e-23	chr3R	23723330	23731499	+	protein_coding	CG10365
FBgn0016715	138.411376147527	-2.27586382975279	0.221810586083803	-10.2603932027524	1.06273117006704e-24	3.14112970124101e-22	chr3L	605164	606569	-	protein_coding	Reg-2
FBgn0052407	192.857775362934	-2.13036784833055	0.20829035456072	-10.2278756633904	1.4874640302067e-24	4.24491459103126e-22	chr3L	5922054	5923567	+	protein_coding	CG32407
FBgn0032405	78.4903385256246	2.4927947463207	0.247659042655922	10.065429953971	7.85433871891704e-24	2.16675024125858e-21	chr2L	12063456	12066775	-	protein_coding	firl
FBgn0003748	1082.06931717803	1.06639844923949	0.106588171516752	10.0048479494921	1.45114439430451e-23	3.87408742169812e-21	chr2R	21074017	21088945	+	protein_coding	Treh
FBgn0024288	58.8431949734756	-4.5899926762368	0.46213393056245	-9.93216981633538	3.01619481792546e-23	7.80063384785971e-21	chr3R	31065252	31083407	+	protein_coding	Sox100B
FBgn0050147	970.712398694494	-0.975065071805221	0.099330101440366	-9.81641071201979	9.56900708244632e-23	2.3997909883129e-20	chr2R	20606880	20618217	-	protein_coding	Hil
FBgn0001224	583.230032924849	1.48776816009491	0.152107769820642	9.78101356590274	1.3584327250937e-22	3.30658506849278e-20	chr3L	9381881	9382765	+	protein_coding	Hsp23
FBgn0063649	584.060230873279	-1.23621551093513	0.126728282669908	-9.75485096847031	1.75858782683296e-22	4.15830652996275e-20	chr3R	16154981	16171766	+	protein_coding	CG6006
FBgn0040827	213.809415969489	-1.94854643906967	0.20164985237406	-9.66301941771383	4.3291248743998e-22	9.70425382496668e-20	chr3L	9096876	9097494	+	protein_coding	CG13315
FBgn0085359	68.0989508465214	-4.90723811247751	0.50784862023466	-9.66279697719774	4.33853783861488e-22	9.70425382496668e-20	chrX	19068274	19068973	-	protein_coding	CG34330
FBgn0037290	69.6307607595817	2.96469380484617	0.307649790622014	9.63658645387692	5.60198852669732e-22	1.22005413281439e-19	chr3R	4965444	4968485	+	protein_coding	CG1124
FBgn0024315	91.0209207850807	-2.33249690744424	0.242449175451045	-9.62056028074722	6.54735493537613e-22	1.38938229346597e-19	chr2R	16655322	16667675	-	protein_coding	Picot
FBgn0001137	453.066330601041	-1.38851691737398	0.149941289085467	-9.26040402775599	2.03660092731638e-20	4.21372731861758e-18	chr2L	8431085	8433598	-	protein_coding	grk
FBgn0040099	858.740248668437	-1.8223020161232	0.197973079840618	-9.2047970238695	3.42317573771216e-20	6.90980546470873e-18	chr2L	7857076	7860120	+	protein_coding	lectin-28C
FBgn0038149	1018.14231283321	1.08528287459903	0.118069472033738	9.19190080132578	3.85959915274294e-20	7.60524823526205e-18	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0040271	1095.87445796674	0.943552286737229	0.10475084903535	9.00758605229837	2.10641754499146e-19	4.05411897729054e-17	chr3R	16310541	16339575	-	protein_coding	Sulf1
FBgn0260011	88.6331651653228	2.42080116394143	0.273772999826279	8.84236636000457	9.37123550881686e-19	1.76264420615837e-16	chr2L	14047581	14048863	+	protein_coding	NimC4
FBgn0003137	4514.48884653499	0.916541016015725	0.103841474145775	8.82634827322523	1.08148897683406e-18	1.98897839383971e-16	chr3R	28520664	28540324	-	protein_coding	Ppn
FBgn0262057	726.434535497277	-0.996214788964815	0.112955101414662	-8.81956437990062	1.14905867789847e-18	2.0673064387582e-16	chr3L	20317189	20320116	+	protein_coding	Spn77Ba
FBgn0261552	6035.53705762537	-1.8139900168957	0.206513545125483	-8.78387911937432	1.57931414241387e-18	2.7809369877909e-16	chr3R	9417939	9455500	+	protein_coding	ps
